Time,Channel A
(us),(V)

-2.02422211,-0.00033570
-2.01422211,-0.00033570
-2.00422211,-0.00033570
-1.99422211,-0.00033570
-1.98422211,-0.00033570
-1.97422211,-0.00033570
-1.96422211,-0.00033570
-1.95422211,-0.00033570
-1.94422211,-0.00033570
-1.93422211,-0.00939970
-1.92422211,-0.00939970
-1.91422211,-0.00033570
-1.90422211,-0.00939970
-1.89422211,-0.00939970
-1.88422211,-0.00033570
-1.87422211,-0.00033570
-1.86422211,-0.00033570
-1.85422211,-0.00033570
-1.84422211,-0.00033570
-1.83422211,-0.00939970
-1.82422211,-0.00033570
-1.81422211,-0.00033570
-1.80422211,-0.00033570
-1.79422211,-0.00033570
-1.78422211,-0.00033570
-1.77422211,-0.00033570
-1.76422211,-0.00939970
-1.75422211,-0.00033570
-1.74422211,-0.00939970
-1.73422211,-0.00939970
-1.72422211,-0.00939970
-1.71422211,-0.00033570
-1.70422211,-0.00033570
-1.69422211,-0.00939970
-1.68422211,-0.00939970
-1.67422211,-0.00033570
-1.66422211,-0.00033570
-1.65422211,-0.00033570
-1.64422211,-0.00033570
-1.63422211,-0.00939970
-1.62422212,-0.00033570
-1.61422212,-0.00033570
-1.60422212,-0.00939970
-1.59422212,-0.00033570
-1.58422212,-0.00033570
-1.57422212,-0.00033570
-1.56422212,-0.00939970
-1.55422212,-0.00033570
-1.54422212,-0.00939970
-1.53422212,-0.00939970
-1.52422212,-0.00033570
-1.51422212,-0.00939970
-1.50422212,-0.00033570
-1.49422212,-0.00033570
-1.48422212,-0.00939970
-1.47422212,-0.00033570
-1.46422212,-0.00033570
-1.45422212,-0.00033570
-1.44422212,-0.00033570
-1.43422212,-0.00033570
-1.42422212,-0.00939970
-1.41422212,-0.00033570
-1.40422212,-0.00033570
-1.39422212,-0.00939970
-1.38422212,-0.00033570
-1.37422212,-0.00033570
-1.36422212,-0.00033570
-1.35422212,-0.00033570
-1.34422212,-0.00033570
-1.33422212,-0.00033570
-1.32422212,-0.00939970
-1.31422212,-0.00033570
-1.30422212,-0.00939970
-1.29422212,-0.00033570
-1.28422212,-0.00033570
-1.27422212,-0.00033570
-1.26422212,-0.00033570
-1.25422212,-0.00033570
-1.24422212,-0.00939970
-1.23422212,-0.00939970
-1.22422212,-0.00939970
-1.21422212,-0.00939970
-1.20422212,-0.00939970
-1.19422212,-0.00033570
-1.18422212,-0.00033570
-1.17422212,-0.00033570
-1.16422212,-0.00939970
-1.15422212,-0.00033570
-1.14422212,-0.00033570
